"Archive_Date","Specialty_HIPE","Speciality","Adult_Child","Age_Profile","Time_Bands","Total"
"28/02/2021","1503.00","Gynaecology","Child","0-15"," 3-6 Months","1.00"
"28/02/2021","1900.00","Paediatrics","Child","0-15"," 9-12 Months","2.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 0-3 Months","71.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 3-6 Months","51.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 6-9 Months","38.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64","12-15 Months","55.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64","15-18 Months","51.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64","18 Months +","7.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 0-3 Months","331.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 3-6 Months","267.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64","12-15 Months","12.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 6-9 Months","52.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 9-12 Months","15.00"
"28/02/2021","2600.00","General Surgery","Adult","65+","15-18 Months","1.00"
"28/02/2021","2600.00","General Surgery","Child","0-15"," 3-6 Months","23.00"
"28/02/2021","2600.00","General Surgery","Child","0-15"," 6-9 Months","15.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64"," 9-12 Months","16.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 3-6 Months","80.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 6-9 Months","82.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64","12-15 Months","45.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64","15-18 Months","35.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 9-12 Months","3.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 3-6 Months","15.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15","12-15 Months","36.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 3-6 Months","35.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64","12-15 Months","13.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+"," 9-12 Months","2.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 0-3 Months","216.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 6-9 Months","98.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64","15-18 Months","42.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 9-12 Months","20.00"
"28/02/2021","5000.00","General Medicine","Adult","65+"," 0-3 Months","57.00"
"28/02/2021","5000.00","General Medicine","Adult","65+","18 Months +","31.00"
"28/02/2021","7800.00","Urology","Adult","65+"," 0-3 Months","3.00"
"28/02/2021","300.00","Dermatology","Adult","16-64"," 9-12 Months","15.00"
"28/02/2021","300.00","Dermatology","Adult","65+"," 3-6 Months","7.00"
"28/02/2021","1300.00","Neurology","Adult","65+"," 3-6 Months","3.00"
"28/02/2021","1300.00","Neurology","Adult","65+"," 6-9 Months","1.00"
"28/02/2021","1300.00","Neurology","Adult","65+","12-15 Months","7.00"
"28/02/2021","1300.00","Neurology","Adult","65+","15-18 Months","1.00"
"28/02/2021","1800.00","Orthopaedics","Adult","16-64"," 3-6 Months","32.00"
"28/02/2021","1800.00","Orthopaedics","Adult","16-64"," 6-9 Months","32.00"
"28/02/2021","1800.00","Orthopaedics","Adult","16-64","12-15 Months","28.00"
"28/02/2021","1800.00","Orthopaedics","Adult","16-64","15-18 Months","42.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+"," 9-12 Months","16.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64","18 Months +","48.00"
"28/02/2021","5000.00","General Medicine","Adult","65+"," 3-6 Months","68.00"
"28/02/2021","5000.00","General Medicine","Adult","65+"," 6-9 Months","60.00"
"28/02/2021","5000.00","General Medicine","Adult","65+","12-15 Months","17.00"
"28/02/2021","100.00","Cardiology","Adult","16-64"," 9-12 Months","82.00"
"28/02/2021","100.00","Cardiology","Adult","65+","18 Months +","25.00"
"28/02/2021","300.00","Dermatology","Adult","16-64"," 0-3 Months","23.00"
"28/02/2021","300.00","Dermatology","Adult","16-64"," 6-9 Months","6.00"
"28/02/2021","300.00","Dermatology","Adult","65+"," 3-6 Months","2.00"
"28/02/2021","300.00","Dermatology","Child","0-15"," 0-3 Months","78.00"
"28/02/2021","300.00","Dermatology","Child","0-15"," 6-9 Months","25.00"
"28/02/2021","400.00","Endocrinology","Adult","16-64"," 0-3 Months","101.00"
"28/02/2021","400.00","Endocrinology","Adult","65+"," 6-9 Months","17.00"
"28/02/2021","400.00","Endocrinology","Adult","65+","15-18 Months","19.00"
"28/02/2021","400.00","Endocrinology","Child","0-15"," 3-6 Months","1.00"
"28/02/2021","402.00","Diabetes Mellitus","Adult","65+"," 0-3 Months","17.00"
"28/02/2021","402.00","Diabetes Mellitus","Adult","65+","18 Months +","18.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 3-6 Months","3.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 6-9 Months","1.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+","12-15 Months","1.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 0-3 Months","24.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+"," 0-3 Months","34.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+","18 Months +","30.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 9-12 Months","4.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 3-6 Months","25.00"
"28/02/2021","2600.00","General Surgery","Child","0-15"," 9-12 Months","22.00"
"28/02/2021","2700.00","Infectious Diseases","Adult","65+"," 0-3 Months","1.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64"," 0-3 Months","8.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64","12-15 Months","1.00"
"28/02/2021","5000.00","General Medicine","Adult","65+"," 6-9 Months","5.00"
"28/02/2021","7800.00","Urology","Adult","16-64"," 3-6 Months","163.00"
"28/02/2021","7800.00","Urology","Adult","16-64","12-15 Months","91.00"
"28/02/2021","7800.00","Urology","Adult","16-64","15-18 Months","79.00"
"28/02/2021","7800.00","Urology","Adult","65+"," 9-12 Months","30.00"
"28/02/2021","100.00","Cardiology","Adult","65+"," 0-3 Months","205.00"
"28/02/2021","100.00","Cardiology","Adult","65+"," 6-9 Months","65.00"
"28/02/2021","100.00","Cardiology","Child","0-15"," 3-6 Months","1.00"
"28/02/2021","300.00","Dermatology","Adult","16-64"," 3-6 Months","379.00"
"28/02/2021","300.00","Dermatology","Adult","16-64","12-15 Months","173.00"
"28/02/2021","300.00","Dermatology","Adult","65+"," 9-12 Months","45.00"
"28/02/2021","400.00","Endocrinology","Adult","16-64"," 6-9 Months","106.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 0-3 Months","632.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 3-6 Months","454.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 6-9 Months","302.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64","12-15 Months","270.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+","15-18 Months","21.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 3-6 Months","14.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 6-9 Months","4.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15","12-15 Months","5.00"
"28/02/2021","700.00","Gastro-Enterology","Adult","65+"," 9-12 Months","2.00"
"28/02/2021","1100.00","Haematology","Adult","16-64"," 9-12 Months","62.00"
"28/02/2021","1100.00","Haematology","Adult","65+"," 3-6 Months","120.00"
"28/02/2021","1100.00","Haematology","Adult","65+","12-15 Months","4.00"
"28/02/2021","1100.00","Haematology","Adult","65+","18 Months +","1.00"
"28/02/2021","1300.00","Neurology","Adult","16-64"," 9-12 Months","126.00"
"28/02/2021","1300.00","Neurology","Adult","65+","18 Months +","1.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64"," 0-3 Months","206.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64"," 6-9 Months","70.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64","12-15 Months","1.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64","18 Months +","1.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+"," 3-6 Months","18.00"
"28/02/2021","1503.00","Gynaecology","Child","0-15"," 3-6 Months","1.00"
"28/02/2021","1700.00","Ophthalmology","Adult","16-64"," 0-3 Months","108.00"
"28/02/2021","1700.00","Ophthalmology","Adult","65+"," 3-6 Months","67.00"
"28/02/2021","1700.00","Ophthalmology","Adult","65+"," 6-9 Months","3.00"
"28/02/2021","1700.00","Ophthalmology","Child","0-15"," 0-3 Months","3.00"
"28/02/2021","1800.00","Orthopaedics","Adult","16-64"," 0-3 Months","403.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+"," 3-6 Months","196.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+"," 6-9 Months","79.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+","12-15 Months","24.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+","15-18 Months","2.00"
"28/02/2021","2000.00","Plastic Surgery","Adult","65+"," 9-12 Months","13.00"
"28/02/2021","2000.00","Plastic Surgery","Child","0-15"," 9-12 Months","2.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64"," 3-6 Months","1.00"
"28/02/2021","2100.00","Psychiatry","Adult","65+"," 0-3 Months","1.00"
"28/02/2021","2300.00","Nephrology","Adult","16-64"," 9-12 Months","3.00"
"28/02/2021","2300.00","Nephrology","Adult","65+"," 0-3 Months","19.00"
"28/02/2021","1300.00","Neurology","Child","0-15"," 0-3 Months","1.00"
"28/02/2021","1300.00","Neurology","Child","0-15","18 Months +","1.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64"," 3-6 Months","149.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64"," 6-9 Months","86.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64","12-15 Months","105.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+","15-18 Months","4.00"
"28/02/2021","1503.00","Gynaecology","Child","0-15","18 Months +","1.00"
"28/02/2021","1700.00","Ophthalmology","Adult","16-64","15-18 Months","164.00"
"28/02/2021","1700.00","Ophthalmology","Adult","16-64","18 Months +","1209.00"
"28/02/2021","1700.00","Ophthalmology","Adult","65+"," 0-3 Months","280.00"
"28/02/2021","1700.00","Ophthalmology","Adult","65+"," 3-6 Months","303.00"
"28/02/2021","1700.00","Ophthalmology","Child","0-15"," 6-9 Months","59.00"
"28/02/2021","1902.00","Paed Cardiology","Child","0-15","15-18 Months","3.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64"," 0-3 Months","186.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64"," 3-6 Months","153.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64"," 9-12 Months","88.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64","12-15 Months","163.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","65+"," 6-9 Months","15.00"
"28/02/2021","2003.00","Maxillo-Facial","Child","0-15","15-18 Months","8.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 3-6 Months","176.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64","12-15 Months","187.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+","15-18 Months","102.00"
"28/02/2021","2400.00","Respiratory Medicine","Child","0-15","18 Months +","5.00"
"28/02/2021","2500.00","Rheumatology","Adult","16-64"," 3-6 Months","109.00"
"28/02/2021","2500.00","Rheumatology","Adult","16-64","12-15 Months","94.00"
"28/02/2021","2500.00","Rheumatology","Adult","16-64","18 Months +","608.00"
"28/02/2021","2500.00","Rheumatology","Adult","65+"," 0-3 Months","30.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 0-3 Months","813.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64","15-18 Months","90.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64","18 Months +","223.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 3-6 Months","153.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 6-9 Months","114.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 9-12 Months","44.00"
"28/02/2021","2600.00","General Surgery","Adult","65+","12-15 Months","43.00"
"28/02/2021","2604.00","Vascular Surgery","Adult","16-64","15-18 Months","110.00"
"28/02/2021","2604.00","Vascular Surgery","Adult","65+"," 3-6 Months","165.00"
"28/02/2021","2604.00","Vascular Surgery","Adult","65+","12-15 Months","78.00"
"28/02/2021","2604.00","Vascular Surgery","Adult","65+","18 Months +","203.00"
"28/02/2021","2604.00","Vascular Surgery","Child","0-15"," 6-9 Months","1.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64"," 3-6 Months","16.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64"," 6-9 Months","18.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64","12-15 Months","2.00"
"28/02/2021","5000.00","General Medicine","Adult","65+","15-18 Months","2.00"
"28/02/2021","7200.00","Paediatric Surgery","Child","0-15"," 0-3 Months","17.00"
"28/02/2021","7200.00","Paediatric Surgery","Child","0-15"," 3-6 Months","20.00"
"28/02/2021","7200.00","Paediatric Surgery","Child","0-15"," 9-12 Months","1.00"
"28/02/2021","7800.00","Urology","Adult","16-64","18 Months +","548.00"
"28/02/2021","7800.00","Urology","Adult","65+"," 0-3 Months","194.00"
"28/02/2021","700.00","Gastro-Enterology","Adult","16-64"," 6-9 Months","142.00"
"28/02/2021","700.00","Gastro-Enterology","Adult","16-64","12-15 Months","132.00"
"28/02/2021","700.00","Gastro-Enterology","Adult","16-64","15-18 Months","161.00"
"28/02/2021","700.00","Gastro-Enterology","Child","0-15"," 9-12 Months","1.00"
"28/02/2021","900.00","Geriatric Medicine","Adult","16-64"," 3-6 Months","1.00"
"28/02/2021","1100.00","Haematology","Adult","16-64"," 3-6 Months","43.00"
"28/02/2021","1300.00","Neurology","Adult","16-64"," 3-6 Months","410.00"
"28/02/2021","1300.00","Neurology","Adult","16-64","12-15 Months","191.00"
"28/02/2021","1300.00","Neurology","Adult","65+"," 9-12 Months","33.00"
"28/02/2021","1302.00","Paediatric Neurology","Adult","16-64"," 3-6 Months","1.00"
"28/02/2021","1302.00","Paediatric Neurology","Adult","16-64","12-15 Months","1.00"
"28/02/2021","1302.00","Paediatric Neurology","Adult","16-64","15-18 Months","3.00"
"28/02/2021","1302.00","Paediatric Neurology","Child","0-15"," 3-6 Months","71.00"
"28/02/2021","1302.00","Paediatric Neurology","Child","0-15","12-15 Months","55.00"
"28/02/2021","1400.00","Neurosurgery","Adult","16-64"," 0-3 Months","426.00"
"28/02/2021","1400.00","Neurosurgery","Adult","16-64"," 3-6 Months","374.00"
"28/02/2021","1400.00","Neurosurgery","Adult","16-64"," 6-9 Months","338.00"
"28/02/2021","1400.00","Neurosurgery","Adult","16-64","12-15 Months","310.00"
"28/02/2021","1400.00","Neurosurgery","Adult","16-64","15-18 Months","386.00"
"28/02/2021","1400.00","Neurosurgery","Adult","65+"," 9-12 Months","53.00"
"28/02/2021","1400.00","Neurosurgery","Child","0-15","15-18 Months","1.00"
"28/02/2021","1600.00","Oncology","Adult","16-64"," 0-3 Months","25.00"
"28/02/2021","1600.00","Oncology","Adult","16-64"," 3-6 Months","5.00"
"28/02/2021","1600.00","Oncology","Adult","16-64","12-15 Months","4.00"
"28/02/2021","1600.00","Oncology","Adult","65+","15-18 Months","1.00"
"28/02/2021","1700.00","Ophthalmology","Adult","65+"," 0-3 Months","307.00"
"28/02/2021","1700.00","Ophthalmology","Adult","65+","15-18 Months","342.00"
"28/02/2021","1700.00","Ophthalmology","Adult","65+","18 Months +","2221.00"
"28/02/2021","1800.00","Orthopaedics","Adult","16-64"," 9-12 Months","6.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+"," 0-3 Months","22.00"
"28/02/2021","1900.00","Paediatrics","Adult","16-64"," 3-6 Months","2.00"
"28/02/2021","1900.00","Paediatrics","Adult","16-64"," 6-9 Months","1.00"
"28/02/2021","1900.00","Paediatrics","Adult","16-64","12-15 Months","3.00"
"28/02/2021","1900.00","Paediatrics","Child","0-15"," 6-9 Months","103.00"
"28/02/2021","1900.00","Paediatrics","Child","0-15","15-18 Months","13.00"
"28/02/2021","1902.00","Paed Cardiology","Adult","16-64"," 3-6 Months","5.00"
"28/02/2021","1902.00","Paed Cardiology","Adult","16-64","12-15 Months","3.00"
"28/02/2021","1902.00","Paed Cardiology","Adult","16-64","18 Months +","3.00"
"28/02/2021","1902.00","Paed Cardiology","Child","0-15"," 3-6 Months","151.00"
"28/02/2021","1902.00","Paed Cardiology","Child","0-15"," 6-9 Months","62.00"
"28/02/2021","1902.00","Paed Cardiology","Child","0-15","12-15 Months","95.00"
"28/02/2021","1902.00","Paed Cardiology","Child","0-15","15-18 Months","116.00"
"28/02/2021","1905.00","Paed Endocrinology","Adult","16-64"," 0-3 Months","2.00"
"28/02/2021","1905.00","Paed Endocrinology","Adult","16-64"," 6-9 Months","2.00"
"28/02/2021","1905.00","Paed Endocrinology","Adult","16-64","15-18 Months","1.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15"," 0-3 Months","76.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15"," 3-6 Months","40.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15"," 6-9 Months","9.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15","12-15 Months","20.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15","15-18 Months","17.00"
"28/02/2021","1912.00","Paediatric Respiratory Medicine","Child","0-15"," 9-12 Months","23.00"
"28/02/2021","2300.00","Nephrology","Adult","65+"," 3-6 Months","3.00"
"28/02/2021","2300.00","Nephrology","Child","0-15"," 0-3 Months","1.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 3-6 Months","147.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 6-9 Months","38.00"
"28/02/2021","2400.00","Respiratory Medicine","Child","0-15"," 3-6 Months","1.00"
"28/02/2021","2500.00","Rheumatology","Adult","65+"," 0-3 Months","50.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 0-3 Months","306.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64"," 3-6 Months","47.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 6-9 Months","1.00"
"28/02/2021","2604.00","Vascular Surgery","Adult","16-64"," 0-3 Months","166.00"
"28/02/2021","2604.00","Vascular Surgery","Adult","65+"," 3-6 Months","67.00"
"28/02/2021","2604.00","Vascular Surgery","Adult","65+"," 6-9 Months","10.00"
"28/02/2021","2605.00","Breast Surgery","Adult","16-64"," 0-3 Months","707.00"
"28/02/2021","2605.00","Breast Surgery","Adult","16-64"," 3-6 Months","109.00"
"28/02/2021","7800.00","Urology","Adult","65+"," 0-3 Months","165.00"
"28/02/2021","7800.00","Urology","Adult","65+","15-18 Months","16.00"
"28/02/2021","7800.00","Urology","Adult","65+","18 Months +","1.00"
"28/02/2021","7900.00","Clinical Immunology","Adult","65+"," 0-3 Months","11.00"
"28/02/2021","7900.00","Clinical Immunology","Adult","65+"," 3-6 Months","1.00"
"28/02/2021","8003.00","Pain Relief","Adult","16-64"," 0-3 Months","130.00"
"28/02/2021","8003.00","Pain Relief","Adult","16-64"," 3-6 Months","126.00"
"28/02/2021","8003.00","Pain Relief","Adult","16-64"," 6-9 Months","111.00"
"28/02/2021","8003.00","Pain Relief","Adult","16-64","12-15 Months","103.00"
"28/02/2021","8003.00","Pain Relief","Adult","16-64","15-18 Months","77.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+"," 9-12 Months","10.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+","18 Months +","1.00"
"28/02/2021","100.00","Cardiology","Adult","16-64"," 9-12 Months","86.00"
"28/02/2021","100.00","Cardiology","Adult","65+"," 3-6 Months","154.00"
"28/02/2021","100.00","Cardiology","Adult","65+","18 Months +","111.00"
"28/02/2021","100.00","Cardiology","Child","0-15"," 9-12 Months","7.00"
"28/02/2021","100.00","Cardiology","Child","0-15","18 Months +","12.00"
"28/02/2021","300.00","Dermatology","Adult","16-64"," 0-3 Months","98.00"
"28/02/2021","300.00","Dermatology","Adult","16-64"," 3-6 Months","74.00"
"28/02/2021","300.00","Dermatology","Adult","16-64"," 6-9 Months","77.00"
"28/02/2021","300.00","Dermatology","Adult","16-64","12-15 Months","91.00"
"28/02/2021","300.00","Dermatology","Adult","16-64","15-18 Months","95.00"
"28/02/2021","300.00","Dermatology","Child","0-15"," 6-9 Months","13.00"
"28/02/2021","300.00","Dermatology","Child","0-15","15-18 Months","15.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 0-3 Months","154.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","16-64","18 Months +","1492.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 3-6 Months","57.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 6-9 Months","41.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+","12-15 Months","54.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Adult","65+","15-18 Months","67.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 0-3 Months","53.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15","15-18 Months","77.00"
"28/02/2021","600.00","Otolaryngology (ENT)","Child","0-15","18 Months +","703.00"
"28/02/2021","700.00","Gastro-Enterology","Adult","16-64"," 6-9 Months","47.00"
"28/02/2021","900.00","Geriatric Medicine","Adult","16-64"," 0-3 Months","9.00"
"28/02/2021","900.00","Geriatric Medicine","Adult","16-64"," 3-6 Months","4.00"
"28/02/2021","900.00","Geriatric Medicine","Adult","16-64"," 6-9 Months","3.00"
"28/02/2021","900.00","Geriatric Medicine","Adult","65+"," 9-12 Months","3.00"
"28/02/2021","1100.00","Haematology","Adult","65+"," 9-12 Months","10.00"
"28/02/2021","1100.00","Haematology","Adult","65+","18 Months +","33.00"
"28/02/2021","1300.00","Neurology","Adult","65+"," 9-12 Months","6.00"
"28/02/2021","1300.00","Neurology","Adult","65+","18 Months +","69.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64"," 0-3 Months","309.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64","18 Months +","370.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+"," 3-6 Months","21.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+"," 6-9 Months","10.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+","12-15 Months","13.00"
"28/02/2021","1503.00","Gynaecology","Adult","65+","15-18 Months","11.00"
"28/02/2021","1503.00","Gynaecology","Child","0-15"," 0-3 Months","3.00"
"28/02/2021","1600.00","Oncology","Adult","65+"," 9-12 Months","1.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+"," 0-3 Months","131.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+","15-18 Months","117.00"
"28/02/2021","1800.00","Orthopaedics","Child","0-15","18 Months +","8.00"
"28/02/2021","1900.00","Paediatrics","Adult","16-64"," 6-9 Months","1.00"
"28/02/2021","1900.00","Paediatrics","Adult","16-64","15-18 Months","1.00"
"28/02/2021","1900.00","Paediatrics","Child","0-15"," 9-12 Months","61.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64"," 0-3 Months","31.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64"," 3-6 Months","45.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64"," 6-9 Months","38.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64","12-15 Months","44.00"
"28/02/2021","2003.00","Maxillo-Facial","Adult","16-64","15-18 Months","47.00"
"28/02/2021","2003.00","Maxillo-Facial","Child","0-15"," 6-9 Months","3.00"
"28/02/2021","2003.00","Maxillo-Facial","Child","0-15","15-18 Months","7.00"
"28/02/2021","2300.00","Nephrology","Adult","65+"," 0-3 Months","23.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64"," 0-3 Months","118.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","16-64","18 Months +","116.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+"," 3-6 Months","67.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+"," 6-9 Months","35.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+","12-15 Months","59.00"
"28/02/2021","2400.00","Respiratory Medicine","Adult","65+","15-18 Months","62.00"
"28/02/2021","2400.00","Respiratory Medicine","Child","0-15","15-18 Months","1.00"
"28/02/2021","2600.00","General Surgery","Adult","16-64","18 Months +","159.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 0-3 Months","112.00"
"28/02/2021","2600.00","General Surgery","Adult","65+"," 3-6 Months","76.00"
"28/02/2021","2600.00","General Surgery","Adult","65+","12-15 Months","46.00"
"28/02/2021","2600.00","General Surgery","Adult","65+","15-18 Months","40.00"
"28/02/2021","2600.00","General Surgery","Child","0-15"," 0-3 Months","6.00"
"28/02/2021","2600.00","General Surgery","Child","0-15"," 3-6 Months","7.00"
"28/02/2021","2600.00","General Surgery","Child","0-15"," 6-9 Months","3.00"
"28/02/2021","2600.00","General Surgery","Child","0-15","12-15 Months","1.00"
"28/02/2021","2600.00","General Surgery","Child","0-15","18 Months +","4.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64"," 9-12 Months","60.00"
"28/02/2021","5000.00","General Medicine","Adult","16-64","15-18 Months","97.00"
"28/02/2021","5000.00","General Medicine","Child","0-15"," 9-12 Months","1.00"
"28/02/2021","7800.00","Urology","Adult","16-64"," 9-12 Months","58.00"
"28/02/2021","7800.00","Urology","Adult","65+","18 Months +","74.00"
"28/02/2021","7800.00","Urology","Adult","65+"," 6-9 Months","87.00"
"28/02/2021","7800.00","Urology","Adult","65+"," 9-12 Months","73.00"
"28/02/2021","8003.00","Pain Relief","Adult","16-64"," 6-9 Months","46.00"
"28/02/2021","8003.00","Pain Relief","Adult","65+","15-18 Months","19.00"
"28/02/2021","1800.00","Orthopaedics","Adult","16-64","15-18 Months","314.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+"," 0-3 Months","190.00"
"28/02/2021","1800.00","Orthopaedics","Adult","65+","18 Months +","624.00"
"28/02/2021","1800.00","Orthopaedics","Child","0-15"," 3-6 Months","43.00"
"28/02/2021","1800.00","Orthopaedics","Child","0-15"," 6-9 Months","48.00"
"28/02/2021","1800.00","Orthopaedics","Child","0-15","12-15 Months","39.00"
"28/02/2021","2500.00","Rheumatology","Adult","65+","15-18 Months","2.00"
"28/02/2021","2500.00","Rheumatology","Adult","65+","18 Months +","27.00"
"28/02/2021","2500.00","Rheumatology","Child","0-15"," 0-3 Months","1.00"
"28/02/2021","100.00","Cardiology","Adult","16-64"," 3-6 Months","72.00"
"28/02/2021","100.00","Cardiology","Adult","16-64"," 6-9 Months","45.00"
"28/02/2021","100.00","Cardiology","Adult","16-64","12-15 Months","78.00"
"28/02/2021","1503.00","Gynaecology","Adult","16-64"," 0-3 Months","40.00"
